recording,scene,motion,frame_number,camera_frame_index,detection_index,confidence,fused_zc_m,depth_map_file,depth_time_delta_sec,depth_roi_valid,depth_roi_valid_pixel_count,zed_depth_median_m,zed_depth_iqr_m,signed_z_diff_m,abs_z_diff_m,relative_abs_z_diff,skip_reason
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,14,16,0,0.961937427520752,1.332675576210022,1731407368_678034459.npy,0.0,True,28041,1.3012598752975464,0.10050046443939209,0.031415700912475586,0.031415700912475586,0.02414252641524973,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,15,18,0,0.9546415209770203,1.4494764804840088,1731407368_811403459.npy,0.0,True,27074,1.3660744428634644,0.08391663432121277,0.08340203762054443,0.08340203762054443,0.06105233726920712,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,16,19,0,0.9551263451576233,1.529258131980896,1731407368_878343459.npy,0.0,True,27176,1.4016445875167847,0.08517822623252869,0.12761354446411133,0.12761354446411133,0.09104558002838445,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,17,20,0,0.9580655097961426,1.6230000257492065,1731407368_945062459.npy,0.0,True,27178,1.4563665390014648,0.08846381306648254,0.1666334867477417,0.1666334867477417,0.11441727222186207,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,18,21,0,0.9528773427009583,1.7095404863357544,1731407369_078611459.npy,0.0,True,27624,1.5873823165893555,0.11368134617805481,0.12215816974639893,0.12215816974639893,0.07695573301387632,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,19,23,0,0.9595537781715393,1.7798964977264404,1731407369_213543459.npy,0.0,True,24263,1.7044861316680908,0.11349743604660034,0.07541036605834961,0.07541036605834961,0.04424228784105709,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,20,24,0,0.9481808543205261,1.8448364734649658,,0.06497788429260254,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,21,26,0,0.93768709897995,1.9166780710220337,1731407369_412530459.npy,0.0,True,17222,1.7895457744598389,0.17394235730171204,0.12713229656219482,0.12713229656219482,0.07104165670228177,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,22,27,0,0.9351106882095337,1.9791686534881592,1731407369_479269459.npy,0.0,True,16554,1.8289786577224731,0.16321438550949097,0.15018999576568604,0.15018999576568604,0.0821168662256067,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,23,29,0,0.9394190311431885,2.058932065963745,1731407369_612929459.npy,0.0,True,17543,1.9310969114303589,0.1250036358833313,0.12783515453338623,0.12783515453338623,0.06619820775265962,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,24,30,0,0.9337190985679626,2.1348814964294434,1731407369_683699459.npy,0.0,True,15769,1.9888908863067627,0.13276362419128418,0.14599061012268066,0.14599061012268066,0.07340302634388127,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,25,32,0,0.9490832686424255,2.19777774810791,1731407369_813126459.npy,0.0,True,17063,2.0865583419799805,0.10891509056091309,0.11121940612792969,0.11121940612792969,0.05330280198270956,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,26,33,0,0.9493380188941956,2.2599735260009766,,0.06673479080200195,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,27,34,0,0.9544001221656799,2.3256490230560303,1731407370_021510459.npy,0.0,True,16595,2.2023727893829346,0.15456056594848633,0.1232762336730957,0.1232762336730957,0.05597428113322972,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,28,35,0,0.9562814235687256,2.4158992767333984,1731407370_089762459.npy,0.0,True,16425,2.252690315246582,0.1679830551147461,0.1632089614868164,0.1632089614868164,0.07245068724368861,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,29,36,0,0.9566615223884583,2.53088116645813,,0.06635594367980957,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,30,36,0,0.9566615223884583,2.6223061084747314,,0.06635594367980957,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,31,37,0,0.94058758020401,2.7856409549713135,,0.13318991661071777,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,32,38,0,0.9252631664276123,2.868776798248291,1731407370_614551459.npy,0.0,True,8263,2.6602835655212402,0.1474212408065796,0.20849323272705078,0.20849323272705078,0.07837255976364303,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,33,39,0,0.9202195405960083,2.9594614505767822,1731407370_681787459.npy,0.0,True,8319,2.7483086585998535,0.11977624893188477,0.2111527919769287,0.2111527919769287,0.07683008650291197,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,34,41,0,0.9238473773002625,3.0572683811187744,1731407370_815429459.npy,0.0,True,7772,2.8587422370910645,0.13898682594299316,0.19852614402770996,0.19852614402770996,0.06944527612595174,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,35,42,0,0.9419025778770447,3.13240122795105,,0.06458902359008789,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,36,42,0,0.9419025778770447,3.216780185699463,,0.06458902359008789,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,37,43,0,0.9463689923286438,3.3825175762176514,,0.13281798362731934,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,38,44,0,0.9433420896530151,3.496973752975464,1731407371_283211459.npy,0.0,True,7952,3.258317470550537,0.11731451749801636,0.23865628242492676,0.23865628242492676,0.07324525144709196,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,39,46,0,0.9427972435951233,3.5875766277313232,1731407371_418871459.npy,0.0,True,7069,3.3885998725891113,0.0831303596496582,0.19897675514221191,0.19897675514221191,0.058719460138024704,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,40,47,0,0.9408041834831238,3.6588306427001953,1731407371_483483459.npy,0.0,True,6817,3.4465200901031494,0.13177227973937988,0.2123105525970459,0.2123105525970459,0.061601426089668246,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,41,48,0,0.9360842108726501,3.734217882156372,,0.06613302230834961,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,42,49,0,0.9358820915222168,3.824862003326416,1731407371_684169459.npy,0.0,True,5436,3.6177444458007812,0.1727837324142456,0.20711755752563477,0.20711755752563477,0.05725046659004397,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,43,51,0,0.9330871105194092,3.928375244140625,1731407371_816485459.npy,0.0,True,4699,3.685004472732544,0.10595405101776123,0.24337077140808105,0.24337077140808105,0.06604354844313504,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,44,52,0,0.9322169423103333,4.0280656814575195,1731407371_883254459.npy,0.0,True,4597,3.7753796577453613,0.11173653602600098,0.2526860237121582,0.2526860237121582,0.06692996377033537,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,45,54,0,0.9353569746017456,4.09559965133667,1731407372_016707459.npy,0.0,True,4910,3.879795551300049,0.13541167974472046,0.2158041000366211,0.2158041000366211,0.05562254432822087,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,46,55,0,0.9300945401191711,4.147535800933838,,0.06683111190795898,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,47,57,0,0.937334418296814,4.219727993011475,1731407372_217751459.npy,0.0,True,5019,3.9541831016540527,0.12151098251342773,0.2655448913574219,0.2655448913574219,0.06715543628881102,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,48,58,0,0.932582437992096,4.285274505615234,,0.06744003295898438,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,49,59,0,0.9355095028877258,4.391767501831055,1731407372_418083459.npy,0.0,True,4476,4.114398956298828,0.10548388957977295,0.27736854553222656,0.27736854553222656,0.06741411041522764,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,50,60,0,0.9376646876335144,4.4734930992126465,,0.0668039321899414,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,51,60,0,0.9376646876335144,4.5445780754089355,,0.0668039321899414,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,52,61,0,0.9422388076782227,4.604968547821045,1731407372_684415459.npy,0.0,True,4105,4.351076602935791,0.13063859939575195,0.2538919448852539,0.2538919448852539,0.05835152263555784,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,53,63,0,0.9379732608795166,4.65742826461792,1731407372_818574459.npy,0.0,True,3643,4.426237106323242,0.12973690032958984,0.23119115829467773,0.23119115829467773,0.05223198684146455,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,54,64,0,0.9282051920890808,4.740954399108887,1731407372_951478459.npy,0.0,True,3174,4.499560356140137,0.11155498027801514,0.24139404296875,0.24139404296875,0.05364836203149086,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,55,64,0,0.9282051920890808,4.845221996307373,1731407372_951478459.npy,0.0,True,3174,4.499560356140137,0.11155498027801514,0.34566164016723633,0.34566164016723633,0.07682120314166775,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,56,65,0,0.9285323023796082,4.921714782714844,1731407373_085158459.npy,0.0,True,3202,4.605601787567139,0.11010360717773438,0.3161129951477051,0.3161129951477051,0.06863663202516875,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,57,66,0,0.931904673576355,4.987149715423584,1731407373_220286459.npy,0.0,True,3306,4.730320453643799,0.10760271549224854,0.25682926177978516,0.25682926177978516,0.05429426278761892,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,58,67,0,0.9275481104850769,5.2278571128845215,1731407373_556650459.npy,0.0,True,2998,4.914857387542725,0.15310311317443848,0.3129997253417969,0.3129997253417969,0.0636843962421231,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,59,67,0,0.9275481104850769,5.331125259399414,1731407373_556650459.npy,0.0,True,2998,4.914857387542725,0.15310311317443848,0.41626787185668945,0.41626787185668945,0.08469581903063324,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,60,68,0,0.9268141388893127,5.398235321044922,1731407373_686188459.npy,0.0,True,3051,5.148471355438232,0.26894640922546387,0.24976396560668945,0.24976396560668945,0.0485122570105918,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,61,69,0,0.9310294389724731,5.477411270141602,1731407373_756945459.npy,0.0,True,2925,5.1525421142578125,0.16874313354492188,0.32486915588378906,0.32486915588378906,0.0630502669710996,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,62,70,0,0.9303265810012817,5.5475945472717285,1731407373_886412459.npy,0.0,True,2705,5.243472576141357,0.19476985931396484,0.3041219711303711,0.3041219711303711,0.05800010712636792,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,63,72,0,0.9157522320747375,5.6847243309021,1731407374_087145459.npy,0.0,True,2202,5.334421157836914,0.14530396461486816,0.35030317306518555,0.35030317306518555,0.06566845074662835,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,64,74,0,0.9241855144500732,5.796332836151123,1731407374_220798459.npy,0.0,True,2037,5.502265453338623,0.15046310424804688,0.2940673828125,0.2940673828125,0.05344478293646629,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,65,75,0,0.9285847544670105,5.868357181549072,1731407374_287093459.npy,0.0,True,2154,5.534243106842041,0.11610698699951172,0.33411407470703125,0.33411407470703125,0.060372135494727835,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,66,76,0,0.9230141043663025,5.940413951873779,1731407374_424855459.npy,0.0,True,2242,5.597546577453613,0.14499902725219727,0.342867374420166,0.342867374420166,0.061253152551012845,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,67,77,0,0.9209878444671631,6.033571720123291,1731407374_487711459.npy,0.0,True,2079,5.614707946777344,0.13718962669372559,0.41886377334594727,0.41886377334594727,0.07460116845193367,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,68,78,0,0.9188020825386047,6.080289363861084,1731407374_621277459.npy,0.0,True,1867,5.705643653869629,0.13016939163208008,0.3746457099914551,0.3746457099914551,0.06566230432869152,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,69,79,0,0.925842821598053,6.173939228057861,1731407374_754863459.npy,0.0,True,1712,5.822756290435791,0.09847486019134521,0.3511829376220703,0.3511829376220703,0.0603121477364437,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,70,80,0,0.9194707870483398,6.295499801635742,1731407374_825661459.npy,0.0,True,1080,5.878679275512695,0.08765697479248047,0.4168205261230469,0.4168205261230469,0.0709037704879205,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,71,81,0,0.9190601110458374,6.384054183959961,1731407374_890010459.npy,0.0,True,639,5.884939670562744,0.08422088623046875,0.4991145133972168,0.4991145133972168,0.08481217163429124,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,72,82,0,0.923822820186615,6.47599983215332,1731407375_022287459.npy,0.0,True,312,5.862612247467041,0.0951606035232544,0.6133875846862793,0.6133875846862793,0.1046270090523717,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,73,83,0,0.907642126083374,6.520599365234375,1731407375_157237459.npy,0.0,True,53,5.917666435241699,0.03980255126953125,0.6029329299926758,0.6029329299926758,0.10188694083904541,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,74,83,0,0.907642126083374,6.5970377922058105,1731407375_157237459.npy,0.0,True,53,5.917666435241699,0.03980255126953125,0.6793713569641113,0.6793713569641113,0.11480392894709743,
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,75,84,0,0.906433641910553,6.677249908447266,,0.06680822372436523,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,76,85,0,0.9131946563720703,6.753571510314941,,0.1998732089996338,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,77,85,0,0.9131946563720703,6.800136566162109,,0.1998732089996338,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,78,86,0,0.9149619340896606,7.026793479919434,1731407375_823672459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,79,87,0,0.9113066792488098,7.135709285736084,1731407375_892244459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,80,90,0,0.8981075882911682,7.322941303253174,,0.13268494606018066,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,81,92,0,0.8959376811981201,7.513411521911621,1731407376_424733459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,82,93,0,0.8988397717475891,7.594944477081299,1731407376_490613459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,83,94,0,0.9037623405456543,7.647650241851807,1731407376_558712459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,84,96,0,0.904447615146637,7.755159854888916,1731407376_824529459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,85,97,0,0.8988974690437317,7.829736709594727,1731407376_958305459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,86,98,0,0.8996517062187195,7.944157600402832,1731407377_027067459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,87,99,0,0.9076045751571655,8.046500205993652,1731407377_091946459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,88,101,0,0.9047589898109436,8.099778175354004,,0.13379812240600586,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,89,102,0,0.8903066515922546,8.418601036071777,1731407377_626111459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,90,103,0,0.8901903033256531,8.501538276672363,1731407377_693664459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,91,105,0,0.9002740979194641,8.527847290039062,,0.06526803970336914,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,92,108,0,0.9003596901893616,8.779263496398926,,0.06685996055603027,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,93,111,0,0.8992533087730408,8.926231384277344,1731407378_360950459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,94,113,0,0.8971649408340454,9.027750015258789,,0.06638193130493164,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,95,115,0,0.8862099051475525,9.129182815551758,,0.06663107872009277,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,96,116,0,0.8950548768043518,9.205400466918945,1731407378_694533459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,97,119,0,0.8723748922348022,9.292799949645996,1731407378_894876459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,98,120,0,0.8340457081794739,15.230201721191406,1731407379_297576459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,99,120,0,0.8340457081794739,9.541999816894531,1731407379_297576459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,100,121,0,0.8799449801445007,9.613800048828125,,0.198991060256958,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,101,121,0,0.8799449801445007,9.590166091918945,,0.198991060256958,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,102,123,0,0.8820805549621582,9.486099243164062,1731407379_696768459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,103,125,0,0.8936941027641296,9.40679931640625,1731407379_829700459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,104,126,0,0.851429283618927,9.364856719970703,1731407379_896420459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,105,128,0,0.873392641544342,9.314090728759766,1731407380_032443459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,106,129,0,0.8128761649131775,9.232000350952148,,0.06545686721801758,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,107,130,0,0.819087028503418,9.090124130249023,,0.06692004203796387,False,0,,,,,,no_matching_depth_map
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,108,131,0,0.8678274750709534,9.032000541687012,1731407380_430534459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,109,132,0,0.886029064655304,8.941642761230469,1731407380_497444459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,110,133,0,0.8939641118049622,8.794134140014648,1731407380_630822459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,111,133,0,0.8939641118049622,8.673399925231934,1731407380_630822459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,112,134,0,0.8746969699859619,8.543222427368164,1731407380_831239459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,113,135,0,0.8626235127449036,8.419684410095215,1731407380_898199459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,114,137,0,0.8835011124610901,8.279714584350586,1731407381_031484459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,footpath,moving,115,138,0,0.887638509273529,8.172176361083984,1731407381_098299459.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
